"Une fois votre carte SIM activée, votre smartphone vous sera livré endéans les 2 jours ouvrables.","Eens je simkaart geactiveerd is, wordt je nieuwe toestel automatisch binnen 2 werkdagen geleverd."
"Vous avez un abonnement Orange ?","Heb je een ander tariefplan?"
"1. Rendez-vous dans votre Espace client","1. Ga naar je Klantenzone"
"Vous pouvez très facilement et rapidement changer votre abonnement vous-même dans votre Espace client. Connectez-vous, allez dans l'onglet ""Mon plan tarifaire"" et cliquez sur ""Changer mon plan"". Choisissez l'abonnement que vous souhaitez et suivez simplement les étapes.","Je kan heel gemakkelijk en snel je abonnement zelf aanpassen in je Klantenzone. Log in, ga naar de tab ""Mijn tariefplan"" en klik op ""Mijn tariefplan aanpassen"". Selecteer het abonnement van jouw keuze en volg de verdere stappen."
"2. Recevez votre smartphone","2. Ontvang je smartphone"
"Dès que votre changement de plan tarifaire est activé, votre smartphone vous sera livré endéans les 2 jours ouvrables.","Eens je tariefwijziging geactiveerd is, wordt je smartphone binnen 2 werkdagen geleverd."
"Bon à savoir","Goed om weten"
"Si vous avez déjà un abonnement avec smartphone, cliquez ici pour obtenir toutes les informations sur le changement de plan tarifaire selon la durée de votre contrat.","Heb je al een abonnement in cominatie met een smartphone? Klik hier voor meer info over een tariefwijziging tijdens de looptijd van je contract."
"4 raisons de commander en ligne","4 redenen om online te bestellen"
"Des promos web avantageuses","Voordelige webdeals"
"Comparez toutes nos offres chez vous","Vergelijk al onze aanbiedingen op je gemak thuis"
"Votre nouvelle carte SIM chez vous d'ici 48h","Je nieuwe simkaart binnen 48 uur thuis geleverd" 
"Livraison gratuite","Gratis levering"
"Voir aussi","Ontdek ook"
"Conditions générales","Algemene voorwaarden"
"Pour tout savoir sur nos conditions d'abonnement.","Lees alle voorwaarden over onze abonnementen"
"Anciens tarifs","Oude tariefformules"
"Consultez nos anciennes formules d’abonnements et de cartes prépayées.","Een overzicht van onze oude abonnementen en herlaadkaarten"
"Anciens plans tarifaires","Oude tariefformules"
"Lisez les fiches d’informations sur nos produits.","Lees de informatiefiches over onze producten"
Fiches informatives","Meer weten"
"Conditions de l'offre Koala Smartphone","Voorwaarden van het aanbod Koala Smartphone"
"Voir les","Uitzicht"
"Voir le","Uitzicht"
"modèles de smartphones disponibles ontdekken
","smartphone-modellen beschikbaar Ontdekken"
"Engagement de mois","Maand commitment"
"Fréquences","Frequenties"
"Mon caddie","Jouw winkelmandje"
"Je paie chaque mois","Maandelijks te betalen"
"Je paie a la commande","Nu te betalen"
"Vous avez besoin d’une carte d’identité électronique ou d’un titre de séjour éléctronique belge pour bénéficier de cette offre.","Je hebt een Belgische e-ID kaart of elektronische verblijfsvergunning nodig om van dit aanbod te genieten."
"modÃ¨les de ","modellen"
"modeles de smartphones disponibles","smartphone-modellen beschikbaar"
"votre smartphone a prix reduit","je scherp geprijsde smartphone"
"avec abonnement Panthère 35","Panther 35 met abonnement"
"Bienvenue chez Orange","Welkom bij Orange"
"Votre réservation en ligne","Boek online"
"Réservation en ligne","Online boeken"
"Merci pour votre réservation","Hartelijk dank voor uw reservering"
"Bonjour Zuzana","Bonjour Zuzana"
"Vous avez réservé 1 Samsung Galaxy J1 2016 Noir","Je geboekt 1 J1 Samsung Galaxy Black 2016"
"Vous pouvez venir retirer votre réservation au magasin","U kunt uw reservering te verzamelen in de winkel"
"Votre numéro de réservation","Uw reserveringsnummer"
"L’appareil est réservé pour vous jusqu’au","Het toestel is voor u gereserveerd tot"
"inclus","inclusief"
"Consultez les heures d’ouverture de nos magasins","Controleer onze openingsuren van winkels"
"Veuillez imprimer ce mail et apporter votre numéro de réservation.","Gelieve print deze e-mail en breng uw reserveringsnummer."
"Merci pour votre confiance, cordialement","Dank u voor uw vertrouwen, van harte"
"L’équipe Orange","Het Orange-team"
"Points positifs:","Pluspunten:"
"Etre informé","Blijf op de hoogte"
"Actuellement indisponible","Momenteel niet beschikbaar"
"Voulez-vous être informé dès que","Wil je op de hoogte blijven wanneer"
"ce produit est de nouveau en stock","dit product weer in voorraad is"
"Produit épuisé en ligne","Product online niet in voorraad"
"N’hésitez pas à consulter les stocks","Aarzel niet om de voorraad van de"
"disponibles en magasin.","verkrijgbaar in de winkels."
"Où puis-je trouver","Waar vind ik"
"ce produit ?","dit?"
"Chercher par code postal","Vul een geldige postcode in"
"Chercher","Zoeken"
"Disponibilité","Beschikbaarheid"
"Chaussée de Bruxelles 215","Brussel road 215"
"Détails du magasin","Informatie winkel"
"Réservez et récupérez votre appareil dès maintenant. La réservation est valable jusqu'à la fin du prochain jour ouvrable.","Boek en herstellen van uw apparaat nu. De reservering is geldig tot de volgende werkdag."
"Numéro de téléphone","Contactnummer"
"Réservez dans ce magasin","In deze Orange-shop reserveren"
"Date de naissance du client","Geboortedatum titularis"
"Prénom du client","Voornaam van de titularis"
"Nom de famille du client","Naam van de titularis"
"Prévenez-moi quand ce produit sera à nouveau disponible","Dank je om me op de hoogte te brengen wanneer dit product weer beschikbaar is." 
"sera disponible.","opnieuw beschikbaar is."
"Nous vous préviendrons par e-mail dès que le","Je wordt verwittigd via e-mail wanneer"
"Vos informations personnelles ne seront pas utilisées à dautres effets.Consultez notre politique de confidentialité.","Je persoonlijke gegevens worden niet gebruikt voor andere doeleinden.Lees onze privacy policy voor meer informatie."
"Prévenez-moi quand ce produit sera en stock","Laat me weten wanneer het product zal in voorraad"
"Indisponible","Niet in voorraad"
"Votre panier est vide.","Je winkelmandje is leeg"
"No Payment method available.","Geen methode van de betaling beschikbaar."
"Non Mode de paiement disponible.","Geen methode van de betaling beschikbaar."
"Ajouter des produits","Producten toevoegen"
"No Payment Methods","No betalings methoden"
"The transaction is cancelled.","De transactie is geannuleerd."
"Aucune méthode de paiement","No betalingsmethoden"
"La transaction est annulée.","De transactie is geannuleerd."
"Je desire commander","Ik wens te bestellen"
"Je desire recuperer un numero existant","Ik wens om een ??bestaand probleem te herstellen"
"Je veux un nouveau numero","Ik wil een nieuw nummer"
"Prenom","Voornaam "
"à payer maintenant","Nu te betalen"
"Nom.","Naam "
"Numero de passport","Paspoortnummer"
"Code postal,ville","Postcode, plaats"
"Pays : Belgique","Land: België"
"Utiliser la même adresse que l'adresse de facturation","Utiliser la même adresse que l'adresse de facturation"
"Utiliser une autre adresse pour la livraison","Utiliser une autre adresse pour la livraison"
"A l’attention de","Ter attentie van"
"Code client sur votre facture","Client code op uw factuur"
"Nom du client","Naam klant"
"Offres et conditions","Aanbod en voorwaarden"
"Voulez vous recevoir les offres intéressantes et les denières nouvelles mobistar","Wilt u interessante aanbiedingen en nieuwe denières mobistar ontvangen"
"Voulez vous recevoir les offres intéressantes et les dernières nouvelles Orange","Wilt u interessante aanbiedingen en nieuws Orange ontvangen"
"J’accepte les","Lk aanvaard de"
" conditions générales de vente de Mobistar"," voorwaarden van de verkoop van Mobistar"
"Besoin d'accessoires pour vous?","Need accessoires voor u?"
"virement","Overschrijving"
"N° de compte","Rekeningnummer"
"Je choisis une méthode de paiement pour mon abonnement","Lk kies een betaalmethode voor mijn telefoon"
"Je choisis une méthode de paiement pour mon téléphone","Lk kies een betaalmethode voor mijn telefoon"
"Le code postal n'existe pas","Postcode niet bestaat"
"La ville n'existe pas","Plaats bestaat niet"
"Rue","Straat"
"Numéro *","Nummer *"
"Boîte ","Bus"
"Abonnement : Vous recevrez un mail de confirmation vous expliquant les étapes d'activation de votre nouvel abonnement." ,"Abonnement: je ontvangt een bevestigingsmail die je uitlegt hoe je je nieuwe abonnement kan activeren."
"Abonnement avec smartphone : Une fois votre carte SIM activée (les étapes d'activation seront expliquées dans votre mail de confirmation), vous recevrez votre smartphone dans les 2 jours ouvrables. ","Abonnement met smartphone: eens je simkaart actief is (de activering wordt uitgelegd in je bevestigingsmail), ontvang je je smartphone binnen 2 werkdagen."
"Carte prépayée : Vous recevrez votre carte dans les 2 jours ouvrables ainsi que les étapes à suivre pour conserver votre numéro. ","Herlaadkaart: je ontvangt je kaart binnen 2 werkdagen, met de stappen die je moet volgen om je nummer te behouden."
"Internet Everywhere : Vous recevrez votre carte SIM dans les 2 jours ouvrables.","Internet Everywhere: je ontvangt je simkaart binnen 2 werkdagen."
"Internet Everywhere + appareil : Vous recevrez votre carte SIM ainsi que votre appareil dans les 2 jours ouvrables.","Internet Everywhere + toestel: je ontvangt je simkaart samen met je toestel binnen 2 werkdagen."
"Si vous avez commandé votre GSM ou tablette avant 19h, vous serez livré le lendemain. ","Herlaadkaart: je ontvangt je kaart binnen 2 werkdagen, met de stappen die je moet volgen om je nummer te behouden."
"Vous recevrez un mail dès que ce produit sera à nouveau disponible.","Je ontvangt een e-mail van zodra het product opnieuw beschikbaar is."
" pour votre réservation","voor je reservatie"
"Merci ","Dank je "
"Un","Een"
" est prêt pour vous au","ligt voor jou klaar in"
"Cet appareil vous est réservé jusqu'au","Dit toestel is voor jou gereserveerd tot"
"inclus."," inbegrepen."
"Vous recevrez un mail vous confirmant que votre appareil est bien disponible. Ce mail contient également votre numéro de réservation dont vous aurez besoin pour l'enlèvement.","Je ontvangt een bevestigingsmail dat je toestel beschikbaar is. Deze e-mail bevat ook je reservatienummer dat je nodig hebt bij het ophalen."
"Voir la disponibilité dans votre shop Orange ","Bekijk de beschikbaarheid in je Orange-shop"
"Veuillez entrer un code postal ","Vul een geldige postcode in"
"Disponible à ","Beschikbaar in"
"Réservez et récupérez votre appareil dès maintenant. Votre réservation sera valable jusqu'à la fin du prochain jour ouvrable.","Reserveer en haal meteen je toestel op. Je reservatie is geldig tot het einde van de volgende werkdag."
"Réserver dans ce shop","In deze Orange-shop reserveren"
"Vous recevrez un mail dès que ce produit sera à nouveau disponible.","Je ontvangt een e-mail van zodra het product opnieuw beschikbaar is." 
"Merci de me prévenir dès que ce produit sera à nouveau disponible.","Dank je om me op de hoogte te brengen wanneer dit product weer beschikbaar is."
"Vous serez averti par mail dès que le","Je wordt verwittigd via e-mail wanneer"
" sera à nouveau disponible.","opnieuw beschikbaar is."
"Vos informations personnelles ne seront pas utilisées à d'autres effets.","Je persoonlijke gegevens worden niet gebruikt voor andere doeleinden."
"Consultez notre politique de confidentialité pour plus d'informations.","Lees onze privacy policy voor meer informatie."
"Me prévenir ","Me verwittigen"
"Le code promo "%1" est pas valide.","De coupon code "%1" is niet geldig."
"Zipcode & city doesn't exist","Postcode & plaats bestaat niet"
"Postcode & plaats bestaat niet","N'existe pas Zip & ville"
"N’hésitez pas à consulter les stocks disponibles en shop.","Aarzel niet om de voorraad van de shops te bekijken."
"Epuisé","Uitgeput"
"Voulez-vous être informé dès que ce produit sera de nouveau en stock ?","Wil je op de hoogte blijven wanneer dit product weer in voorraad is?"
"Voulez-vous être informé dès que","Wil je op de hoogte blijven wanneer "
"Carte prépayée : Vous recevrez votre carte dans les 2 jours ouvrables ainsi que les étapes à suivre pour conserver votre numéro.","Herlaadkaart: je ontvangt je kaart binnen 2 werkdagen, met de stappen die je moet volgen om je nummer te behouden."
"Accepter les conditions générales de vente d'Orange *","De algemene verkoopsvoorwaarden van Orange aanvaarden *"
"Surf ProPack","Surf ProPack"
"Smartphone ProPack","Smartphone ProPack"
"Bénéficiez de 10% de réduction sur l'un des autres abonnements présents sur votre facture. Un seul Reduction ProPack activable par compte client.","Geniet van 10% korting op één van de andere abonnementen op je factuur. Eén enkele Reduction ProPack te activeren per factuur."
"Avec Pro Inclusive, profitez de services professionnels déjà inclus.","Geniet van onze professionele diensten met Pro Inclusive"
"Second Call","Second Call"
"Call Forwarding","Call Forwarding"
"Déviez une partie ou tous vos appels vers un autre GSM ou un numéro fixe en Belgique avec Call Forwarding.","Een deel van of al je oproepen doorsturen naar een andere gsm of vaste lijn in België met Call Forwarding."
"Vous recevrez votre carte SIM (compatible mini / micro /nano SIM) d'ici 2 jours ouvrables par bpost. Pour des raisons de sécurité, elle ne sera pas encore activée. Pour ce faire, rendez-vous sur www.orange.be/activer et suivez les instructions. Votre carte SIM sera prête à l’emploi endéans les 24 heures et vous gardez votre numéro. Pour plus d'informations sur le transfert de votre numéro, cliquez ici. ","Je ontvangt je simkaart (mini/micro/nano-sim compatibel) binnen 2 werkdagen via bpost. Om veiligheidsredenen is deze nog niet geactiveerd. Om je simkaart te activeren, surf naar www.orange.be/activeren en volg de instructies. Je simkaart is klaar voor gebruik binnen 24 uur en je behoudt je huidige nummer. Voor meer informatie over het overdragen van je gsm-nummer, klik hier."
"Vous pouvez très facilement et rapidement changer votre abonnement vous-même dans votre Espace client. Connectez-vous, allez dans l'onglet ""Mon plan tarifaire"" et cliquez sur ""Changer mon plan"". Choisissez l'abonnement que vous souhaitez et suivez simplement les étapes.","Je kan heel gemakkelijk en snel je abonnement zelf aanpassen in je Klantenzone. Log in, ga naar de tab ""Mijn tariefplan"" en klik op ""Mijn tariefplan aanpassen"". Selecteer het abonnement van jouw keuze en volg de verdere stappen."
"Engagement de 24 mois","Verbintenis van 24 maanden"
"Un max de surf avec Tempo Giga ","Een maximum surfen met Tempo Giga"
"4 GB de bonus
","4 GB bonus"
"+ 4 000 SMS de bonus","+ 4.000 sms'en bonus"
"par recharge de 15 €","per herlaadbeurt van 15 €"
"Promo web : 250 MB gratuit !","Webpromo: 250 MB gratis!"
"En plus de vos bonus, recevez gratuitement 250 MB, valable pendant 2 jours, en commandant votre carte prépayée en ligne.","Bovenop je bonus krijg je gratis 250 MB, 2 dagen geldig, als je je herlaadkaart online bestelt."
"Commander votre carte prépayée ","Je herlaadkaart bestellen"
"Possibilité de conserver votre numéro actuel","Mogelijk om je huidige nummer te behouden"
"15 € de recharge","15 € herladen"
"de recharge","herladen"
"Dès l’instant où vous utilisez l’iPhone 6s, vous découvrez des sensations inédites. D’une simple pression, 3D Touch vous ouvre un champ des possibles insoupçonné. Live Photos donne vie à vos souvenirs. Et ce n’est qu’un début. Les innovations de l’iPhone 6s n’auront de cesse de vous étonner.","Zodra je iPhone 6s gebruikt, weet je dat je iets totaal nieuws in handen hebt. Eén druk op het scherm en 3D Touch opent een hele nieuwe wereld aan mogelijkheden. Met Live Photos komen je foto’s helemaal tot leven. En dat is nog maar het begin. Als je dieper in de mogelijkheden van je iPhone 6s duikt, kom je overal innovaties tegen."
"Profitez de l'action cashback en commandant cette appareil avec un abonnement Koala Smartphone : 50 € remboursés après achat.Profitez de l'action cashback en commandant cette appareil avec un abonnement Koala Smartphone : 50 € remboursés après achat. Profitez de l'action cashback en commandant cette appareil avec un abonnement Koala Smartphone : 50 € remboursés après achat. ",Geniet van de cashback-actie als je dit toestel bestelt met een Koala Smartphone-abonnement:""Connectez-vous, choisissez ""gérer mon abonnement"" et personnalisez votre demande en quelques clics","Log in , kies  'mijn abonnement beheren'  en pas uw aanvraag aan in een paar klikken"
"Vous pouvez également modifier votre abonnement dans le","U kunt uw abonnement wijzigen in de"
"Contactez-nous au 5000 depuis votre GSM Orange. Un de nos collaborateurs vous aidera à choisir le plan tarifaire le plus adapté à votre consommation","Neem contact met ons met de code 5000 vanop uw Orange GSM . Eén van onze medewerkers zal u helpen bij het ??kiezen van tariefplan wat het meest geschikt is voor uw verbruik"
"Une fois que votre abonnement est actif, votre GSM vous sera automatiquement envoyé endéans les 2 jours ouvrables.","Zodra uw abonnement actief is, zal uw GSM automatisch binnen 2 werkdagen verzonden worden."
"A la fin de votre commande en ligne, vous recevrez un mail de confirmation. Ensuite, votre abonnement sera automatiquement activÃ© en 24 heures. Nous vous en informerons par SMS.", "Aan het einde van uw online bestelling ontvangt u een bevestigings e-mail. Dan wordt uw abonnement automatisch geactiveerd in 24 uur. We houden u op de hoogte via sms."
"Pour passer à un abonnement avec smartphone, deux possibilités s'offrent à vous","Om over te schakelen naar een abonnement met smartphone, zijn er twee opties voor u beschikbaar"
"Vous pouvez très facilement et rapidement changer votre abonnement vous-même dans votre"," U kunt gemakkelijk en snel uw abonnement aanpassen in uw"
"Si vous avez déjà un abonnement avec smartphone", "Als je u aleen abonnement met smartphone heeft"
"Couplée à votre smartphone, vivoactive vibre discrètement et affiche des alertes en cas d'appels entrants, d'événements dans votre calendrier, d'e-mails et de SMS, ainsi que de notifications issues de réseaux sociaux et d'autres applications mobiles. Il vous suffit d'effleurer l'écran du bout du doigt pour lire ce qui vous intéresse ou l'effacer.","In combinatie met uw smartphone, VivoActive trilt discreet en geeft waarschuwingen voor inkomende gesprekken, evenementen in uw agenda, e-mails en sms, maar ook meldingen van sociale netwerken en andere mobiele toepassingen. Het is voldoende om het touchscreen aan te raken om te lezen waarin u geïnteresseerd bent of te verwijderen."
"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus id sodales enim, at pretium augue. Pellentesque consequat suscipit faucibus. Fusce ullamcorper maximus tincidunt. Quisque rutrum elementum nulla id efficitur. Curabitur porttitor, velit eu egestas hendrerit, velit sapien molestie tellus, eget tempor sapien erat nec est. Curabitur","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus id sodales enim, bij Pretium augue. Kids reden om zijn keel te verhogen. Fusce ullamcorper grootste ontwikkelaars. Quisque rutrum Elementum nulla dit wordt bereikt. Curabitur porttitor, velit eu egestas hendrerit, Tellus velit sapien, eget Tempor sapien en wisten niet dat het is. Celtics"
"Pour finaliser votre commande, veuillez lire et accepter les conditions générales de vente d'Orange Belgique.","Gelieve de algemene verkoopsvoorwaarden van Orange België te lezen en te accepteren om je bestelling te beëindigen."
"Vous recevrez votre numéro de réservation unique à cette adresse email. Vous en avez besoin pour retirer votre appareil dans le magasin.","Je ontvangt je unieke reservatienummer op dit e-mailadres. Dit heb je nodig om je toestel op te halen in de winkel."
"Si nous avons une question par rapport à votre réservation, nous vous contacterons à ce numéro.","Als we een vraag hebben in verband met je reservatie, contacteren we je op dit nummer."
"Code postal et ville n'existe pas","Postcode en de stad bestaat niet"
"Utilisez Proper Nombre de rue.","Gebruik Proper Straat Nummer."
"A l attention de","Ter attentie van"
"E-mail","E-mailadres"
"Vous recevrez votre numéro de réservation unique à cette adresse email. Vous en avez besoin pour retirer votre appareil dans le magasin. ","Je ontvangt je unieke reservatienummer op dit e-mailadres. Dit heb je nodig om je toestel op te halen in de winkel."
N° de client *","Klantnummer *"
"Ajouter un abonnement","Een extra abonnement toevoegen"
"En raison de la nouvelle legislation belge sur l'enregistrement des cartes SIM, les donnees concernant votre date de naissance sont obligatoires.","Als gevolg van de nieuwe Belgische wetgeving inzake de registratie van de SIM-kaarten, worden de gegevens met betrekking tot uw geboortedatum nodig."
"Code postal et ville n'existe pas","Postcode en de stad bestaat niet"
"Etes-vous enregistré en Belgique","Ben je in België geregistreerd"
"Les caracteristiques","de functies"
"Je désire être livré dans un point de collecte Bpost","Gebruik een bpost-afhaalpunt"
"Me prévenir","Me verwittigen"
"Indépendant ou société","Zelfstandige of bedrijf"
"Sélectionnez","Selecteer"
"N de contact","Contactnummer"
"Mail","E-mailadres"
"J'ai un abonnement","Ik heb een abonnement"
"Abonnement","Abonnement"
"J ai une carte prepayee","Ik heb een herlaadkaart"
"Je desire etre livre dans un point de collecte Bpost","Ik wens een levering in een Bpost afhaalpunt"
"Voulez vous recevoir les offres interessantes et les denieres nouvelles Orange","Wil je graag interessante aanbiedingen en Orange nieuwtjes ontvangen?"
"J accepte les conditions generales de vente de Orange","Ik aanvaard de algemene verkoopsvoorwaarden van Orange "
"You choisis une méthode de paiement pour mon subscription","Kies een betalingsmethode voor mijn abonnement"
"You choisis une méthode de paiement pour mon téléphone","Kies een betalingsmethode voor mijn telefoon"
"J accepte les ","Lk ga akkoord met de"
"conditions générales ","algemene voorwaarden"
" conditions du droit de rétractation.","voorwaarden van het herroepingsrecht."
"Je demande de commencer l'exécution des services avant la fin du délai de rétractation.","Lk vraag om de prestaties van de diensten beginnen vóór het einde van de wachttijd."
"J’ai une carte prépayée","Ik heb een herlaadkaart"
"J’accepte les conditions générales de vente de Orange","Ik aanvaard de algemene verkoopsvoorwaarden van Orange "
" pour votre commande"," voor je bestelling"
"N°","No"
"Gratuite","Gratis"
"Garder votre numéro","Behoud je nummer"
"les conditions générales de vente de Orange","algemene verkoopsvoorwaarden van Orange"
"de vente de Orange","oranje verkoop"
"d'Orange ","Oranje "
"J’accepte les ","Ik ga akkoord met de "
"conditions générales ","algemene voorwaarden"
"conditions du droit de rétractation.","voorwaarden van het herroepingsrecht."
"Je demande de commencer l'exécution des services avant la fin du délai de rétractation.","Lk vraag om de prestaties van de diensten beginnen vóór het einde van de wachttijd."
"J’ai une carte prépayée","Ik heb een herlaadkaart"
"Numéro de carte d'identité ","Identiteitskaartnummer"
"liées au produit ou au service et celles du shop en ligne "," met betrekking tot het product of dienst en die van Orange online shop "
"de même que les ","evenals "
"Vous pouvez choisir de rassembler vos abonnements sur une meme facture deja existante. Les communications entre ces numeros seront gratuites grace a Orange Circle.","Je kan ervoor kiezen om je abonnementen op dezelfde bestaande factuur te verzamelen. Sms'en en bellen naar deze nummers is gratis dankzij Orange Circle."
"Commander","Bestellen"
"modèle de smartphone disponible","smartphone model beschikbaar"
"Etre informé","Blijf op de hoogte"
"ce produit est de nouveau en stock","dit product weer in voorraad is"
"Carte SIM unique","Carte SIM unieke"
"Détail du produit","Beschrijving"
"Sélectionner","Alle prijzen"
"Caractéristiques","Kenmerken"
"Remboursement","Vergoeding"
"Où puis-je trouver ce produit ?","Bekijk de beschikbaarheid in je Orange-shop"
"Livraison standard via Bpost. Toute commande passée avant 19h est livrée le lendemain. Les commandes effectuées le week-end (samedi et dimanche) ne vous parviendront que le mardi suivant.","Standaard verzending via Bpost. Alle bestellingen geplaatst voor 19u wordt de volgende dag geleverd. Bestellingen die in het weekend (zaterdag en zondag) krijgt u de volgende dinsdag te sturen."
"Vous recevrez votre facture par voie postale une semaine après la livraison de votre achat. Conservez-la bien, la facture fait office de preuve de garantie.","U ontvangt uw factuur per e-mail een week ontvangt na de levering van uw aankoop. Bewaar het goed, de factuur dient als garantiebewijs."
"Vous recevrez votre nouvelle carte SIM par bpost d’ici 2 jours ouvrables. Pour des raisons de sécurité, la carte SIM n’est pas encore activée.","U zal uw nieuwe SIM-kaart ontvangen via bpost binnen 2 werkdagen. Om veiligheidsredenen wordt de SIM-kaart nog niet geactiveerd."
"Pour activer votre carte SIM, rendez-vous sur www.orange.be/activer et suivez les instructions d’activation. Votre carte SIM sera prête à l’emploi endéans les 24 heures. Une fois activée, votre nouveau numéro vous sera communiqué.","Als u uw SIM-kaart te activeren, te bezoeken www.orange.be/activer en volg de instructies activering. Uw SIM-kaart is klaar voor gebruik binnen 24 uur. Eenmaal geactiveerd, wordt het nieuwe nummer worden gegeven."
"Une fois que votre carte SIM est active, votre GSM sera livré endéans les 2 jours ouvrables. Vous recevrez un mail de confirmation lorsque votre paquet sera envoyé.","Zodra uw SIM-kaart actief is, zal uw toestel worden geleverd binnen 2 werkdagen. U ontvangt een bevestiging e-mail wanneer uw pakket wordt verzonden."
"Livraison rapide et gratuite","Snel en gratis verzending,"
"même le samedi."," ook op zaterdag."
"Pour les abonnements avec smartphone, la domiciliation est obligatoire.","Voor abonnementen met smartphone is domiciliëring verplicht."
"Retour simple et sans frais."," Back eenvoudig en gratis."
"Conditions Nintendo","Voorwaarden Nintendo"
"Amortissement","Amortisatie"
"Tableau d'amortissement with the","Aflossingsschema met de"
"Tableau d'amortissement pour le","Aflossingsschema voor de"
"Added","Toegevoegd"
"No Payment Information Required","Geen Betaling Informatie Verplicht"
"Informations","Gegevens"
"Paiement","Betaling"
"Numero","Nummer"
"1.Numero","Nummer"
"Je choisis une méthode de paiement pour mon téléphone","Ik kies een betaalmethode voor mijn telefoon"
"I have 10 euro mobile subscription","Ik heb € 10 gsm-abonnement"
"Êtes-vous un propriétaire de contrat","Bent u een contract eigenaar"
"Je choisis une méthode de paiement pour mon abonnement","Ik kies een betaalmethode voor mijn abonnement"
"Virement","Overschrijving"
"Domiciliation","Domiciliëring"
"À payer mensuellement","Maandelijks te betalen"
"A payer maintenant","Nu te betalen"
"À payer sur votre prochaine facture","Te betalen op je volgende factuur"
"Promos et cadeaux","Promo’s en geschenken"
"J autorise Orange Belgium SA a faire la demande de paiement de mes factures via domiciliation aupres de ma banque.","Ik geef Orange Belgium nv de toestemming om mijn facturen direct te innen via domiciliëring bij mijn bank."
"Je peux facilement arreter cette domiciliation ou modifier mon numero de compte bancaire par mail dans mon Espace client.","Ik kan deze domiciliëringsopdracht eenvoudig stopzetten of mijn bankrekeningnummer beheren via mijn Klantenzone."
"modèle disponible avec cet abonnement","toestel beschikbaar bij dit abonnement"
"modèles disponibles avec cet abonnement","toestellen beschikbaar bij dit abonnement"
"Abonnement avec smartphone : Une fois votre carte SIM activée (les étapes d'activation seront expliquées dans votre mail de confirmation), vous recevrez votre smartphone dans les 2 jours ouvrables.","Abonnement met smartphone: Eenmaal geactiveerd uw SIM-kaart (activering stappen zullen worden toegelicht in de bevestigingsmail), zult u uw smartphone binnen 2 werkdagen."
"Si vous avez commandé votre GSM ou tablette avant 19h, vous serez livré le lendemain.","Als u uw gsm of tablet besteld vóór 19u, zul je de volgende dag worden bezorgd."
"You used coupon code "%1".","Je gebruikte promocode "%1"."
"The coupon code "%1" is not valid.","De ingevulde promocode "%1" is niet geldig."
"Avez-vous un abonnement mobile d'au moins 10 €/mois ? *","Heb je een gsm-abonnement van minstens 10 €/maand? *"
"Nous ne pouvons pas appliquer le code de coupon.","We kunnen de coupon code niet van toepassing."
"Vous avez annulé le code de coupon.","U hebt de couponcode geannuleerd."
"Le code promo a été appliqué à votre commande.","Je promocode is nu actief"
"Beneficiez d’une reduction de 5 €/mois en tant qu’abonne mobile chez Orange.","Hier krijg je een korting van 5 € / maand als mobiele abonnee met Oranje."
"Configurez votre numéro pour ","Je nummer instellen voor "
"Récupérer un numéro existant","Een bestaand nummer gebruiken"
"Obtenir un nouveau numéro","Een nieuw nummer aanvragen"
"Pour changer votre abonnement Orange actuel, rendez-vous dans votre Espace client.","Ga naar je Klantenzone om je Orange-abonnement te wijzigen"
"Espace client","Klantenzone"
"Si vous etes deja abonne chez Orange, vous beneficiez d'une reduction de 5 €/mois.","Indien je al een Orange-abonnement hebt, geniet je van een korting van 5 €/maand."
"Are you a contract owner","Staat de factuur op jouw naam?"
"Date de naissance du titulaire","Geboortedatum titularis"
"N° de carte d'identité","Identiteitskaartnummer"
"Accepter les ","De "
"conditions generales de ventes","algemene verkoopsvoorwaarden"
"d'Orange","van Orange aanvaarden"
"Numéro de carte","Kaartnummer"
"Méthode de paiement","Betaalmethode"
"Paiement de votre commande","Betaling van je bestelling"
"N° de compte","Rekeningnummer"
"Paiement de votre commande","Betaling van je bestelling"
"Adresse de livraison de votre téléphone","Leveringsadres van je toestel"
"Paiement de l’abonnement","Betaling abonnement"
"Moyen de paiement","Betaalmiddelen"
"Méthode de paiement","Betaalmiddelen"
"Mode de paiement","Betaalmethode"
"Méthode d'envoi","Verzendmethode"
"Configuration de votre numéro pour l’abonnement ","Uw nummer configureren voor abonnement "
"Please enter a valid email address (Ex: johndoe@domain.com).","Graag een geldig e-mailadres invoeren."
"Your form is invalid","Uw formulier is ongeldig"
"Please use Proper Street Number.","Gebruik Proper Straat Nummer."
"Your order id is invalid","Uw bestelling id is ongeldig"
"Please use letters only in this field.","Gebruik letters alleen op dit gebied."
"Street doesn't exist","Selecteer je straat in de voorgestelde lijst."
"City does not exist","Selecteer je gemeente in de voorgestelde lijst."
"Please enter a valid email address (Ex: johndoe@domain.com).","Graag een geldig e-mailadres invoeren."
"Your date of birth not matched in your order","Uw geboortedatum niet geëvenaard in uw bestelling"
"Your Activation request is already received. One request is allowed per order","Er is al een activatie-aanvraag in behandeling voor dit bestelnummer. De activering van je simkaart duurt maximaal 1 werkdag."
"Zipcode doesn't exist","Selecteer je postcode in de voorgestelde lijst."
